# Espérances de vie observées et projetées, France
# source_id: insee_bdm_esperance_vie (e0, e60), oecd_health_le (e65 depuis 1960),
#            ined_vallin_mesle (e65 d'avant 1960, dérivée des quotients),
#            insee_projections_mortalite (2026-2125, dérivée des quotients projetés)
# unite: années
# sexe: H | F
# mesure: e0 (à la naissance) | e60 (à 60 ans) | e65 (à 65 ans)
#
# FORMAT
# ------
# Une ligne par (année, sexe, mesure), pour que chaque mesure porte SA propre
# fiabilité : l'espérance de vie à 60 ans est certifiée annuellement depuis
# 1946, celle à 65 ans depuis 1960 seulement.
#
# POURQUOI e65 VIENT DE L'OCDE, ET D'OÙ VIENNENT LES ANNÉES D'AVANT 1960
# ----------------------------------------------------------------------
# L'INSEE publie l'espérance de vie à 0, 1, 20, 40 et 60 ans — jamais à 65 ans,
# dont la calibration a pourtant besoin pour fixer la pente de la force de
# mortalité. L'OCDE la publie depuis 1960 et la tient de l'INSEE ; Eurostat la
# publie aussi, depuis 1986, et sert de contrôle croisé. Les deux coïncident
# exactement sur leurs 78 valeurs communes.
#
# Avant 1960, personne ne la publie. Ces années étaient saisies depuis les
# tables TD/TV — quatre valeurs, pour 1946 et 1950 — et les treize autres
# étaient INTERPOLÉES entre elles. Elles sont désormais DÉRIVÉES des quotients
# de mortalité du moment que porte `quotients_periode.csv`, certifiés de 1899 à
# 1985 par les tables de Vallin et Meslé : une espérance de vie n'est rien
# d'autre que la somme cumulée des survies, et il n'y avait plus de raison de
# la saisir une fois les quotients acquis.
#
# La méthode se contrôle d'elle-même, et c'est ce contrôle qui l'autorise :
# appliquée à e60, que l'INSEE publie et que ce fichier certifie, elle retrouve
# la valeur publiée à moins d'un dixième d'année sur toute la période ;
# appliquée à e65 après 1960, elle retrouve l'OCDE dans la même marge. Deux des
# quatre valeurs saisies s'en écartaient — 1946 pour les deux sexes, d'un
# demi-an chez les hommes — et l'interpolation effaçait les creux réels de 1949
# et 1951.
#
# Ces valeurs portent `haute` et non `certifiee` : elles sont calculées, non
# confrontées à une publication. Elles sont en revanche RECALCULÉES à chaque
# exécution de scripts/verifier_donnees.py depuis un fichier certifié, ce
# qu'aucune saisie ne peut offrir.
#
# fiabilite:
#   certifiee : valeur recontrôlée contre la source par scripts/verifier_donnees.py
#   haute / moyenne : valeur publiée, saisie à la main, pas encore recontrôlée
#   projetee : scénario central des projections de population INSEE 2026,
#              dérivée de ses quotients par âge (voir ci-dessous)
#
# USAGE DANS LE MODÈLE
# --------------------
# Ces espérances servent à CALIBRER une table de mortalité paramétrique de
# Gompertz-Makeham (cf. src/retraite_notionnelle/donnees/mortalite.py) : pour
# chaque couple (année, sexe) les paramètres b et k sont ajustés de manière à
# reproduire e60 et e65, et a est fixé au niveau de mortalité accidentelle.
# Depuis l'intégration de mortalite/quotients_periode.csv, cette calibration ne
# sert plus que là où les tables observées ne vont pas : avant 1986, au-delà du
# dernier âge publié, et pour les années projetées.
#
# Les années intermédiaires sont interpolées linéairement par le chargeur ;
# e0 n'est pas utilisé par le moteur, il sert de repère et de contrôle.
#
# LES ANNÉES PROJETÉES SONT DÉRIVÉES, PLUS SAISIES
# -------------------------------------------------
# Elles l'étaient : six années rondes — 2030, 2040, 2050, 2060, 2070, et 2080
# qui dépassait l'horizon de l'exercice dont elle se réclamait —, le reste
# interpolé, et la valeur de 2080 gelée jusqu'à la fin de la projection. Trois
# défauts d'un coup : un millésime périmé, une extrapolation muette, et une
# espérance de vie qui cessait de progresser vingt ans avant 2100.
#
# Les projections de population 2026 de l'INSEE publient les quotients de
# mortalité par âge et par année, de 0 à 120 ans et jusqu'en 2125. Le dépôt en
# dérive e0, e60 et e65 année par année, de 2026 à 2125, par la méthode qui sert
# déjà aux années d'avant 1960 : une espérance de vie n'est que la somme cumulée
# des survies. Plus d'interpolation, plus de gel, et e65 — que l'INSEE ne publie
# jamais — obtenue de la même main que les deux autres.
#
# La somme se fait SANS le demi-an de la formule usuelle : ce classeur indexe
# ses quotients par âge atteint dans l'année, qui le comprend déjà. Ce n'est pas
# un raisonnement mais une mesure — la méthode retrouve l'espérance de vie à la
# naissance que l'INSEE publie pour 2070, 89,5 ans et 86,7 ans, au centième, et
# la série projetée rejoint l'observée sans marche : 85,90 an observé en 2025
# pour les femmes, 85,93 dérivé en 2026. Avec le demi-an, les deux contrôles
# tombaient à faux d'autant. scripts/fetch/insee_projections_mortalite.py
# refait ce contrôle à chaque exécution et échoue s'il casse.
annee,sexe,mesure,valeur,fiabilite
2017,F,e65,23.30,certifiee
2017,H,e0,79.50,certifiee
2017,H,e60,23.20,certifiee
2017,H,e65,19.40,certifiee
2018,F,e0,85.50,certifiee
2018,F,e60,27.70,certifiee
2018,F,e65,23.40,certifiee
2018,H,e0,79.60,certifiee
2018,H,e60,23.30,certifiee
2018,H,e65,19.50,certifiee
2019,F,e0,85.60,certifiee
2019,F,e60,27.80,certifiee
2019,F,e65,23.50,certifiee
2019,H,e0,79.80,certifiee
2019,H,e60,23.40,certifiee
2019,H,e65,19.60,certifiee
2020,F,e0,85.20,certifiee
2020,F,e60,27.30,certifiee
2020,F,e65,22.90,certifiee
2020,H,e0,79.20,certifiee
2020,H,e60,22.80,certifiee
2020,H,e65,18.90,certifiee
2021,F,e0,85.30,certifiee
2021,F,e60,27.40,certifiee
2021,F,e65,23.10,certifiee
2021,H,e0,79.30,certifiee
2021,H,e60,22.90,certifiee
2021,H,e65,19.00,certifiee
2022,F,e0,85.20,certifiee
2022,F,e60,27.40,certifiee
2022,F,e65,23.00,certifiee
2022,H,e0,79.40,certifiee
2022,H,e60,23.10,certifiee
2022,H,e65,19.20,certifiee
2023,F,e0,85.70,certifiee
2023,F,e60,27.90,certifiee
2023,F,e65,23.50,certifiee
2023,H,e0,80.10,certifiee
2023,H,e60,23.70,certifiee
2023,H,e65,19.70,certifiee
2024,F,e0,85.80,certifiee
2024,F,e60,27.90,certifiee
2024,F,e65,23.60,certifiee
2024,H,e0,80.30,certifiee
2024,H,e60,23.90,certifiee
2024,H,e65,19.90,certifiee
2025,F,e0,85.90,certifiee
2025,F,e60,28.00,certifiee
2025,H,e0,80.40,certifiee
2025,H,e60,23.90,certifiee
2026,F,e0,85.93,projetee
2026,F,e60,27.93,projetee
2026,F,e65,23.54,projetee
2026,H,e0,80.44,projetee
2026,H,e60,23.93,projetee
2026,H,e65,19.92,projetee
2027,F,e0,86.00,projetee
2027,F,e60,27.99,projetee
2027,F,e65,23.59,projetee
2027,H,e0,80.59,projetee
2027,H,e60,24.03,projetee
2027,H,e65,20.01,projetee
2028,F,e0,86.07,projetee
2028,F,e60,28.04,projetee
2028,F,e65,23.63,projetee
2028,H,e0,80.73,projetee
2028,H,e60,24.13,projetee
2028,H,e65,20.10,projetee
2029,F,e0,86.13,projetee
2029,F,e60,28.08,projetee
2029,F,e65,23.68,projetee
2029,H,e0,80.87,projetee
2029,H,e60,24.23,projetee
2029,H,e65,20.19,projetee
2030,F,e0,86.20,projetee
2030,F,e60,28.13,projetee
2030,F,e65,23.72,projetee
2030,H,e0,81.01,projetee
2030,H,e60,24.33,projetee
2030,H,e65,20.28,projetee
2031,F,e0,86.27,projetee
2031,F,e60,28.18,projetee
2031,F,e65,23.76,projetee
2031,H,e0,81.16,projetee
2031,H,e60,24.44,projetee
2031,H,e65,20.37,projetee
2032,F,e0,86.33,projetee
2032,F,e60,28.22,projetee
2032,F,e65,23.80,projetee
2032,H,e0,81.30,projetee
2032,H,e60,24.54,projetee
2032,H,e65,20.46,projetee
2033,F,e0,86.39,projetee
2033,F,e60,28.27,projetee
2033,F,e65,23.83,projetee
2033,H,e0,81.44,projetee
2033,H,e60,24.64,projetee
2033,H,e65,20.55,projetee
2034,F,e0,86.46,projetee
2034,F,e60,28.31,projetee
2034,F,e65,23.87,projetee
2034,H,e0,81.59,projetee
2034,H,e60,24.75,projetee
2034,H,e65,20.65,projetee
2035,F,e0,86.52,projetee
2035,F,e60,28.36,projetee
2035,F,e65,23.91,projetee
2035,H,e0,81.73,projetee
2035,H,e60,24.85,projetee
2035,H,e65,20.74,projetee
2036,F,e0,86.58,projetee
2036,F,e60,28.40,projetee
2036,F,e65,23.95,projetee
2036,H,e0,81.88,projetee
2036,H,e60,24.96,projetee
2036,H,e65,20.84,projetee
2037,F,e0,86.65,projetee
2037,F,e60,28.45,projetee
2037,F,e65,23.99,projetee
2037,H,e0,82.03,projetee
2037,H,e60,25.07,projetee
2037,H,e65,20.94,projetee
2038,F,e0,86.72,projetee
2038,F,e60,28.50,projetee
2038,F,e65,24.04,projetee
2038,H,e0,82.17,projetee
2038,H,e60,25.18,projetee
2038,H,e65,21.04,projetee
2039,F,e0,86.78,projetee
2039,F,e60,28.55,projetee
2039,F,e65,24.08,projetee
2039,H,e0,82.32,projetee
2039,H,e60,25.29,projetee
2039,H,e65,21.14,projetee
2040,F,e0,86.85,projetee
2040,F,e60,28.60,projetee
2040,F,e65,24.13,projetee
2040,H,e0,82.47,projetee
2040,H,e60,25.41,projetee
2040,H,e65,21.25,projetee
2041,F,e0,86.93,projetee
2041,F,e60,28.66,projetee
2041,F,e65,24.18,projetee
2041,H,e0,82.62,projetee
2041,H,e60,25.52,projetee
2041,H,e65,21.35,projetee
2042,F,e0,87.00,projetee
2042,F,e60,28.72,projetee
2042,F,e65,24.24,projetee
2042,H,e0,82.77,projetee
2042,H,e60,25.64,projetee
2042,H,e65,21.45,projetee
2043,F,e0,87.08,projetee
2043,F,e60,28.78,projetee
2043,F,e65,24.29,projetee
2043,H,e0,82.92,projetee
2043,H,e60,25.75,projetee
2043,H,e65,21.56,projetee
2044,F,e0,87.16,projetee
2044,F,e60,28.85,projetee
2044,F,e65,24.35,projetee
2044,H,e0,83.07,projetee
2044,H,e60,25.87,projetee
2044,H,e65,21.67,projetee
2045,F,e0,87.25,projetee
2045,F,e60,28.91,projetee
2045,F,e65,24.41,projetee
2045,H,e0,83.22,projetee
2045,H,e60,25.99,projetee
2045,H,e65,21.77,projetee
2046,F,e0,87.33,projetee
2046,F,e60,28.98,projetee
2046,F,e65,24.48,projetee
2046,H,e0,83.37,projetee
2046,H,e60,26.10,projetee
2046,H,e65,21.88,projetee
2047,F,e0,87.42,projetee
2047,F,e60,29.05,projetee
2047,F,e65,24.55,projetee
2047,H,e0,83.52,projetee
2047,H,e60,26.21,projetee
2047,H,e65,21.98,projetee
2048,F,e0,87.51,projetee
2048,F,e60,29.13,projetee
2048,F,e65,24.62,projetee
2048,H,e0,83.66,projetee
2048,H,e60,26.33,projetee
2048,H,e65,22.09,projetee
2049,F,e0,87.60,projetee
2049,F,e60,29.20,projetee
2049,F,e65,24.69,projetee
2049,H,e0,83.81,projetee
2049,H,e60,26.44,projetee
2049,H,e65,22.19,projetee
2050,F,e0,87.69,projetee
2050,F,e60,29.28,projetee
2050,F,e65,24.76,projetee
2050,H,e0,83.96,projetee
2050,H,e60,26.56,projetee
2050,H,e65,22.30,projetee
2051,F,e0,87.78,projetee
2051,F,e60,29.36,projetee
2051,F,e65,24.83,projetee
2051,H,e0,84.10,projetee
2051,H,e60,26.67,projetee
2051,H,e65,22.41,projetee
2052,F,e0,87.87,projetee
2052,F,e60,29.44,projetee
2052,F,e65,24.90,projetee
2052,H,e0,84.25,projetee
2052,H,e60,26.79,projetee
2052,H,e65,22.51,projetee
2053,F,e0,87.97,projetee
2053,F,e60,29.51,projetee
2053,F,e65,24.98,projetee
2053,H,e0,84.40,projetee
2053,H,e60,26.90,projetee
2053,H,e65,22.62,projetee
2054,F,e0,88.06,projetee
2054,F,e60,29.59,projetee
2054,F,e65,25.05,projetee
2054,H,e0,84.54,projetee
2054,H,e60,27.02,projetee
2054,H,e65,22.72,projetee
2055,F,e0,88.15,projetee
2055,F,e60,29.67,projetee
2055,F,e65,25.13,projetee
2055,H,e0,84.68,projetee
2055,H,e60,27.13,projetee
2055,H,e65,22.83,projetee
2056,F,e0,88.24,projetee
2056,F,e60,29.75,projetee
2056,F,e65,25.20,projetee
2056,H,e0,84.83,projetee
2056,H,e60,27.24,projetee
2056,H,e65,22.93,projetee
2057,F,e0,88.34,projetee
2057,F,e60,29.83,projetee
2057,F,e65,25.27,projetee
2057,H,e0,84.97,projetee
2057,H,e60,27.35,projetee
2057,H,e65,23.04,projetee
2058,F,e0,88.43,projetee
2058,F,e60,29.91,projetee
2058,F,e65,25.35,projetee
2058,H,e0,85.11,projetee
2058,H,e60,27.47,projetee
2058,H,e65,23.14,projetee
2059,F,e0,88.52,projetee
2059,F,e60,29.98,projetee
2059,F,e65,25.42,projetee
2059,H,e0,85.25,projetee
2059,H,e60,27.58,projetee
2059,H,e65,23.24,projetee
2060,F,e0,88.61,projetee
2060,F,e60,30.06,projetee
2060,F,e65,25.50,projetee
2060,H,e0,85.38,projetee
2060,H,e60,27.69,projetee
2060,H,e65,23.34,projetee
2061,F,e0,88.70,projetee
2061,F,e60,30.14,projetee
2061,F,e65,25.57,projetee
2061,H,e0,85.52,projetee
2061,H,e60,27.80,projetee
2061,H,e65,23.45,projetee
2062,F,e0,88.79,projetee
2062,F,e60,30.22,projetee
2062,F,e65,25.64,projetee
2062,H,e0,85.66,projetee
2062,H,e60,27.90,projetee
2062,H,e65,23.55,projetee
2063,F,e0,88.88,projetee
2063,F,e60,30.29,projetee
2063,F,e65,25.72,projetee
2063,H,e0,85.79,projetee
2063,H,e60,28.01,projetee
2063,H,e65,23.65,projetee
2064,F,e0,88.97,projetee
2064,F,e60,30.37,projetee
2064,F,e65,25.79,projetee
2064,H,e0,85.93,projetee
2064,H,e60,28.12,projetee
2064,H,e65,23.74,projetee
2065,F,e0,89.06,projetee
2065,F,e60,30.45,projetee
2065,F,e65,25.86,projetee
2065,H,e0,86.06,projetee
2065,H,e60,28.23,projetee
2065,H,e65,23.84,projetee
2066,F,e0,89.15,projetee
2066,F,e60,30.52,projetee
2066,F,e65,25.93,projetee
2066,H,e0,86.19,projetee
2066,H,e60,28.33,projetee
2066,H,e65,23.94,projetee
2067,F,e0,89.24,projetee
2067,F,e60,30.60,projetee
2067,F,e65,26.01,projetee
2067,H,e0,86.32,projetee
2067,H,e60,28.44,projetee
2067,H,e65,24.04,projetee
2068,F,e0,89.33,projetee
2068,F,e60,30.68,projetee
2068,F,e65,26.08,projetee
2068,H,e0,86.45,projetee
2068,H,e60,28.54,projetee
2068,H,e65,24.13,projetee
2069,F,e0,89.42,projetee
2069,F,e60,30.75,projetee
2069,F,e65,26.15,projetee
2069,H,e0,86.58,projetee
2069,H,e60,28.64,projetee
2069,H,e65,24.23,projetee
2070,F,e0,89.50,projetee
2070,F,e60,30.83,projetee
2070,F,e65,26.22,projetee
2070,H,e0,86.71,projetee
2070,H,e60,28.75,projetee
2070,H,e65,24.33,projetee
2071,F,e0,89.58,projetee
2071,F,e60,30.89,projetee
2071,F,e65,26.28,projetee
2071,H,e0,86.83,projetee
2071,H,e60,28.84,projetee
2071,H,e65,24.41,projetee
2072,F,e0,89.65,projetee
2072,F,e60,30.95,projetee
2072,F,e65,26.34,projetee
2072,H,e0,86.94,projetee
2072,H,e60,28.93,projetee
2072,H,e65,24.50,projetee
2073,F,e0,89.72,projetee
2073,F,e60,31.02,projetee
2073,F,e65,26.40,projetee
2073,H,e0,87.05,projetee
2073,H,e60,29.02,projetee
2073,H,e65,24.58,projetee
2074,F,e0,89.79,projetee
2074,F,e60,31.08,projetee
2074,F,e65,26.46,projetee
2074,H,e0,87.17,projetee
2074,H,e60,29.11,projetee
2074,H,e65,24.67,projetee
2075,F,e0,89.87,projetee
2075,F,e60,31.14,projetee
2075,F,e65,26.52,projetee
2075,H,e0,87.28,projetee
2075,H,e60,29.20,projetee
2075,H,e65,24.75,projetee
2076,F,e0,89.94,projetee
2076,F,e60,31.20,projetee
2076,F,e65,26.58,projetee
2076,H,e0,87.39,projetee
2076,H,e60,29.29,projetee
2076,H,e65,24.83,projetee
2077,F,e0,90.01,projetee
2077,F,e60,31.27,projetee
2077,F,e65,26.64,projetee
2077,H,e0,87.50,projetee
2077,H,e60,29.38,projetee
2077,H,e65,24.91,projetee
2078,F,e0,90.08,projetee
2078,F,e60,31.33,projetee
2078,F,e65,26.70,projetee
2078,H,e0,87.61,projetee
2078,H,e60,29.47,projetee
2078,H,e65,24.99,projetee
2079,F,e0,90.15,projetee
2079,F,e60,31.39,projetee
2079,F,e65,26.76,projetee
2079,H,e0,87.71,projetee
2079,H,e60,29.55,projetee
2079,H,e65,25.07,projetee
2080,F,e0,90.22,projetee
2080,F,e60,31.45,projetee
2080,F,e65,26.82,projetee
2080,H,e0,87.82,projetee
2080,H,e60,29.64,projetee
2080,H,e65,25.15,projetee
2081,F,e0,90.29,projetee
2081,F,e60,31.51,projetee
2081,F,e65,26.88,projetee
2081,H,e0,87.92,projetee
2081,H,e60,29.72,projetee
2081,H,e65,25.23,projetee
2082,F,e0,90.36,projetee
2082,F,e60,31.57,projetee
2082,F,e65,26.93,projetee
2082,H,e0,88.03,projetee
2082,H,e60,29.80,projetee
2082,H,e65,25.30,projetee
2083,F,e0,90.43,projetee
2083,F,e60,31.64,projetee
2083,F,e65,26.99,projetee
2083,H,e0,88.13,projetee
2083,H,e60,29.89,projetee
2083,H,e65,25.38,projetee
2084,F,e0,90.50,projetee
2084,F,e60,31.70,projetee
2084,F,e65,27.05,projetee
2084,H,e0,88.23,projetee
2084,H,e60,29.97,projetee
2084,H,e65,25.46,projetee
2085,F,e0,90.57,projetee
2085,F,e60,31.76,projetee
2085,F,e65,27.11,projetee
2085,H,e0,88.34,projetee
2085,H,e60,30.05,projetee
2085,H,e65,25.53,projetee
2086,F,e0,90.64,projetee
2086,F,e60,31.82,projetee
2086,F,e65,27.17,projetee
2086,H,e0,88.44,projetee
2086,H,e60,30.13,projetee
2086,H,e65,25.61,projetee
2087,F,e0,90.71,projetee
2087,F,e60,31.88,projetee
2087,F,e65,27.23,projetee
2087,H,e0,88.54,projetee
2087,H,e60,30.22,projetee
2087,H,e65,25.68,projetee
2088,F,e0,90.78,projetee
2088,F,e60,31.94,projetee
2088,F,e65,27.28,projetee
2088,H,e0,88.64,projetee
2088,H,e60,30.30,projetee
2088,H,e65,25.76,projetee
2089,F,e0,90.85,projetee
2089,F,e60,32.00,projetee
2089,F,e65,27.34,projetee
2089,H,e0,88.74,projetee
2089,H,e60,30.38,projetee
2089,H,e65,25.83,projetee
2090,F,e0,90.92,projetee
2090,F,e60,32.06,projetee
2090,F,e65,27.40,projetee
2090,H,e0,88.83,projetee
2090,H,e60,30.45,projetee
2090,H,e65,25.91,projetee
2091,F,e0,90.99,projetee
2091,F,e60,32.12,projetee
2091,F,e65,27.46,projetee
2091,H,e0,88.93,projetee
2091,H,e60,30.53,projetee
2091,H,e65,25.98,projetee
2092,F,e0,91.06,projetee
2092,F,e60,32.18,projetee
2092,F,e65,27.51,projetee
2092,H,e0,89.02,projetee
2092,H,e60,30.61,projetee
2092,H,e65,26.05,projetee
2093,F,e0,91.12,projetee
2093,F,e60,32.24,projetee
2093,F,e65,27.57,projetee
2093,H,e0,89.12,projetee
2093,H,e60,30.68,projetee
2093,H,e65,26.12,projetee
2094,F,e0,91.19,projetee
2094,F,e60,32.30,projetee
2094,F,e65,27.63,projetee
2094,H,e0,89.21,projetee
2094,H,e60,30.76,projetee
2094,H,e65,26.19,projetee
2095,F,e0,91.26,projetee
2095,F,e60,32.36,projetee
2095,F,e65,27.69,projetee
2095,H,e0,89.30,projetee
2095,H,e60,30.84,projetee
2095,H,e65,26.26,projetee
2096,F,e0,91.33,projetee
2096,F,e60,32.42,projetee
2096,F,e65,27.74,projetee
2096,H,e0,89.40,projetee
2096,H,e60,30.91,projetee
2096,H,e65,26.33,projetee
2097,F,e0,91.39,projetee
2097,F,e60,32.48,projetee
2097,F,e65,27.80,projetee
2097,H,e0,89.49,projetee
2097,H,e60,30.98,projetee
2097,H,e65,26.40,projetee
2098,F,e0,91.46,projetee
2098,F,e60,32.54,projetee
2098,F,e65,27.85,projetee
2098,H,e0,89.58,projetee
2098,H,e60,31.06,projetee
2098,H,e65,26.47,projetee
2099,F,e0,91.53,projetee
2099,F,e60,32.60,projetee
2099,F,e65,27.91,projetee
2099,H,e0,89.67,projetee
2099,H,e60,31.13,projetee
2099,H,e65,26.53,projetee
2100,F,e0,91.59,projetee
2100,F,e60,32.65,projetee
2100,F,e65,27.97,projetee
2100,H,e0,89.76,projetee
2100,H,e60,31.20,projetee
2100,H,e65,26.60,projetee
2101,F,e0,91.66,projetee
2101,F,e60,32.71,projetee
2101,F,e65,28.02,projetee
2101,H,e0,89.85,projetee
2101,H,e60,31.28,projetee
2101,H,e65,26.67,projetee
2102,F,e0,91.73,projetee
2102,F,e60,32.77,projetee
2102,F,e65,28.08,projetee
2102,H,e0,89.94,projetee
2102,H,e60,31.35,projetee
2102,H,e65,26.74,projetee
2103,F,e0,91.79,projetee
2103,F,e60,32.83,projetee
2103,F,e65,28.13,projetee
2103,H,e0,90.02,projetee
2103,H,e60,31.42,projetee
2103,H,e65,26.80,projetee
2104,F,e0,91.86,projetee
2104,F,e60,32.89,projetee
2104,F,e65,28.19,projetee
2104,H,e0,90.11,projetee
2104,H,e60,31.49,projetee
2104,H,e65,26.87,projetee
2105,F,e0,91.92,projetee
2105,F,e60,32.95,projetee
2105,F,e65,28.25,projetee
2105,H,e0,90.20,projetee
2105,H,e60,31.56,projetee
2105,H,e65,26.93,projetee
2106,F,e0,91.99,projetee
2106,F,e60,33.00,projetee
2106,F,e65,28.30,projetee
2106,H,e0,90.28,projetee
2106,H,e60,31.63,projetee
2106,H,e65,27.00,projetee
2107,F,e0,92.05,projetee
2107,F,e60,33.06,projetee
2107,F,e65,28.36,projetee
2107,H,e0,90.36,projetee
2107,H,e60,31.70,projetee
2107,H,e65,27.06,projetee
2108,F,e0,92.12,projetee
2108,F,e60,33.12,projetee
2108,F,e65,28.41,projetee
2108,H,e0,90.45,projetee
2108,H,e60,31.77,projetee
2108,H,e65,27.12,projetee
2109,F,e0,92.18,projetee
2109,F,e60,33.17,projetee
2109,F,e65,28.47,projetee
2109,H,e0,90.53,projetee
2109,H,e60,31.83,projetee
2109,H,e65,27.19,projetee
2110,F,e0,92.25,projetee
2110,F,e60,33.23,projetee
2110,F,e65,28.52,projetee
2110,H,e0,90.61,projetee
2110,H,e60,31.90,projetee
2110,H,e65,27.25,projetee
2111,F,e0,92.31,projetee
2111,F,e60,33.29,projetee
2111,F,e65,28.58,projetee
2111,H,e0,90.70,projetee
2111,H,e60,31.97,projetee
2111,H,e65,27.31,projetee
2112,F,e0,92.38,projetee
2112,F,e60,33.35,projetee
2112,F,e65,28.63,projetee
2112,H,e0,90.78,projetee
2112,H,e60,32.04,projetee
2112,H,e65,27.38,projetee
2113,F,e0,92.44,projetee
2113,F,e60,33.40,projetee
2113,F,e65,28.68,projetee
2113,H,e0,90.86,projetee
2113,H,e60,32.10,projetee
2113,H,e65,27.44,projetee
2114,F,e0,92.50,projetee
2114,F,e60,33.46,projetee
2114,F,e65,28.74,projetee
2114,H,e0,90.94,projetee
2114,H,e60,32.17,projetee
2114,H,e65,27.50,projetee
2115,F,e0,92.57,projetee
2115,F,e60,33.51,projetee
2115,F,e65,28.79,projetee
2115,H,e0,91.02,projetee
2115,H,e60,32.23,projetee
2115,H,e65,27.56,projetee
2116,F,e0,92.63,projetee
2116,F,e60,33.57,projetee
2116,F,e65,28.85,projetee
2116,H,e0,91.09,projetee
2116,H,e60,32.30,projetee
2116,H,e65,27.62,projetee
2117,F,e0,92.69,projetee
2117,F,e60,33.63,projetee
2117,F,e65,28.90,projetee
2117,H,e0,91.17,projetee
2117,H,e60,32.36,projetee
2117,H,e65,27.68,projetee
2118,F,e0,92.75,projetee
2118,F,e60,33.68,projetee
2118,F,e65,28.95,projetee
2118,H,e0,91.25,projetee
2118,H,e60,32.42,projetee
2118,H,e65,27.74,projetee
2119,F,e0,92.82,projetee
2119,F,e60,33.74,projetee
2119,F,e65,29.01,projetee
2119,H,e0,91.32,projetee
2119,H,e60,32.48,projetee
2119,H,e65,27.79,projetee
2120,F,e0,92.88,projetee
2120,F,e60,33.79,projetee
2120,F,e65,29.06,projetee
2120,H,e0,91.39,projetee
2120,H,e60,32.54,projetee
2120,H,e65,27.85,projetee
2121,F,e0,92.94,projetee
2121,F,e60,33.85,projetee
2121,F,e65,29.11,projetee
2121,H,e0,91.46,projetee
2121,H,e60,32.60,projetee
2121,H,e65,27.91,projetee
2122,F,e0,93.00,projetee
2122,F,e60,33.90,projetee
2122,F,e65,29.17,projetee
2122,H,e0,91.53,projetee
2122,H,e60,32.66,projetee
2122,H,e65,27.96,projetee
2123,F,e0,93.07,projetee
2123,F,e60,33.96,projetee
2123,F,e65,29.22,projetee
2123,H,e0,91.60,projetee
2123,H,e60,32.72,projetee
2123,H,e65,28.02,projetee
2124,F,e0,93.13,projetee
2124,F,e60,34.01,projetee
2124,F,e65,29.27,projetee
2124,H,e0,91.67,projetee
2124,H,e60,32.77,projetee
2124,H,e65,28.07,projetee
2125,F,e0,93.19,projetee
2125,F,e60,34.07,projetee
2125,F,e65,29.32,projetee
2125,H,e0,91.74,projetee
2125,H,e60,32.83,projetee
2125,H,e65,28.12,projetee
